,Billboard Chart Date,Title,Artist,Year,Spotify Song ID,Spotify Popularity Rating,Number of Weeks In Top 100
235,2015-07-18,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,17
236,2015-07-11,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,16
237,2015-07-04,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,15
238,2015-06-27,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,14
239,2015-06-20,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,13
240,2015-06-13,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,12
241,2015-06-06,Bad Blood,Taylor Swift Featuring Kendrick Lamar,2015,6xsEAm6w9oMQYYg3jkEkMT,65.0,4
242,2015-05-30,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,10
243,2015-05-23,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,9
244,2015-05-16,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,8
245,2015-05-09,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,7
246,2015-05-02,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,6
247,2015-04-25,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,2JzZzZUQj3Qff7wapcbKjc,81.0,5
248,2015-04-18,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,21
249,2015-04-11,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,20
250,2015-04-04,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,19
251,2015-03-28,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,18
252,2015-03-21,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,17
253,2015-03-14,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,16
254,2015-03-07,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,15
255,2015-02-28,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,14
256,2015-02-21,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,13
257,2015-02-14,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,12
258,2015-02-07,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,11
259,2015-01-31,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,10
260,2015-01-24,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,9
261,2015-01-17,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,32OlwWuMpZ6b0aN2RZOeMS,82.0,8
262,2015-01-10,Blank Space,Taylor Swift,2015,3Dbgo1HE3DErIBNDIO4Hyd,68.0,9
263,2015-01-03,Blank Space,Taylor Swift,2015,3Dbgo1HE3DErIBNDIO4Hyd,68.0,8
264,2014-12-27,Blank Space,Taylor Swift,2014,1p80LdxRV74UKvL8gnD7ky,68.0,7
265,2014-12-20,Blank Space,Taylor Swift,2014,1p80LdxRV74UKvL8gnD7ky,68.0,6
266,2014-12-13,Blank Space,Taylor Swift,2014,1p80LdxRV74UKvL8gnD7ky,68.0,5
267,2014-12-06,Blank Space,Taylor Swift,2014,1p80LdxRV74UKvL8gnD7ky,68.0,4
268,2014-11-29,Blank Space,Taylor Swift,2014,1p80LdxRV74UKvL8gnD7ky,68.0,3
269,2014-11-22,Shake It Off,Taylor Swift,2014,5xTtaWoae3wi06K5WfVUUH,69.0,12
270,2014-11-15,Shake It Off,Taylor Swift,2014,5xTtaWoae3wi06K5WfVUUH,69.0,11
271,2014-11-08,All About That Bass,Meghan Trainor,2014,0ifSeVGUr7py5GggttDhXw,65.0,16
272,2014-11-01,All About That Bass,Meghan Trainor,2014,0ifSeVGUr7py5GggttDhXw,65.0,15
273,2014-10-25,All About That Bass,Meghan Trainor,2014,0ifSeVGUr7py5GggttDhXw,65.0,14
274,2014-10-18,All About That Bass,Meghan Trainor,2014,0ifSeVGUr7py5GggttDhXw,65.0,13
275,2014-10-11,All About That Bass,Meghan Trainor,2014,0ifSeVGUr7py5GggttDhXw,65.0,12
276,2014-10-04,All About That Bass,Meghan Trainor,2014,0ifSeVGUr7py5GggttDhXw,65.0,11
277,2014-09-27,All About That Bass,Meghan Trainor,2014,0ifSeVGUr7py5GggttDhXw,65.0,10
278,2014-09-20,All About That Bass,Meghan Trainor,2014,0ifSeVGUr7py5GggttDhXw,65.0,9
279,2014-09-13,Shake It Off,Taylor Swift,2014,5xTtaWoae3wi06K5WfVUUH,69.0,2
280,2014-09-06,Shake It Off,Taylor Swift,2014,5xTtaWoae3wi06K5WfVUUH,69.0,1
281,2014-08-30,Rude,MAGIC!,2014,6RtPijgfPKROxEzTHNRiDp,79.0,17
282,2014-08-23,Rude,MAGIC!,2014,6RtPijgfPKROxEzTHNRiDp,79.0,16
283,2014-08-16,Rude,MAGIC!,2014,6RtPijgfPKROxEzTHNRiDp,79.0,15
284,2014-08-09,Rude,MAGIC!,2014,6RtPijgfPKROxEzTHNRiDp,79.0,14
285,2014-08-02,Rude,MAGIC!,2014,6RtPijgfPKROxEzTHNRiDp,79.0,13
286,2014-07-26,Rude,MAGIC!,2014,6RtPijgfPKROxEzTHNRiDp,79.0,12
287,2014-07-19,Fancy,Iggy Azalea Featuring Charli XCX,2014,3oiMJQAWVaxSubJ7b2VUtX,69.0,18
288,2014-07-12,Fancy,Iggy Azalea Featuring Charli XCX,2014,3oiMJQAWVaxSubJ7b2VUtX,69.0,17
289,2014-07-05,Fancy,Iggy Azalea Featuring Charli XCX,2014,3oiMJQAWVaxSubJ7b2VUtX,69.0,16
290,2014-06-28,Fancy,Iggy Azalea Featuring Charli XCX,2014,3oiMJQAWVaxSubJ7b2VUtX,69.0,15
291,2014-06-21,Fancy,Iggy Azalea Featuring Charli XCX,2014,3oiMJQAWVaxSubJ7b2VUtX,69.0,14
292,2014-06-14,Fancy,Iggy Azalea Featuring Charli XCX,2014,3oiMJQAWVaxSubJ7b2VUtX,69.0,13
293,2014-06-07,Fancy,Iggy Azalea Featuring Charli XCX,2014,3oiMJQAWVaxSubJ7b2VUtX,69.0,12
294,2014-05-31,All Of Me,John Legend,2014,1mzGywacjpeik00PVLBPpF,64.0,32
295,2014-05-24,All Of Me,John Legend,2014,1mzGywacjpeik00PVLBPpF,64.0,31
296,2014-05-17,All Of Me,John Legend,2014,1mzGywacjpeik00PVLBPpF,64.0,30
297,2014-05-10,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,17
298,2014-05-03,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,16
299,2014-04-26,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,15
300,2014-04-19,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,14
301,2014-04-12,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,13
302,2014-04-05,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,12
303,2014-03-29,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,11
304,2014-03-22,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,10
305,2014-03-15,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,9
306,2014-03-08,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,8
307,2014-03-01,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,22
308,2014-02-22,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,21
309,2014-02-15,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,20
310,2014-02-08,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,19
311,2014-02-01,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,15
312,2014-01-25,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,14
313,2014-01-18,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,13
314,2014-01-11,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,9
315,2014-01-04,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,8
316,2013-12-28,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,7
317,2013-12-21,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,6
318,2013-12-14,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,15
319,2013-12-07,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,21
320,2013-11-30,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,20
321,2013-11-23,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,19
322,2013-11-16,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,18
323,2013-11-09,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,17
324,2013-11-02,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,16
325,2013-10-26,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,15
326,2013-10-19,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,14
327,2013-10-12,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,13
328,2013-10-05,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,5
329,2013-09-28,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,4
330,2013-09-21,Roar,Katy Perry,2013,6F5c58TMEs1byxUstkzVeM,78.0,5
331,2013-09-14,Roar,Katy Perry,2013,6F5c58TMEs1byxUstkzVeM,78.0,4
332,2013-09-07,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,19
333,2013-08-31,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,18
334,2013-08-24,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,17
335,2013-08-17,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,16
336,2013-08-10,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,15
337,2013-08-03,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,14
338,2013-07-27,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,13
339,2013-07-20,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,12
340,2013-07-13,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,11
341,2013-07-06,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,10
342,2013-06-29,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,9
343,2013-06-22,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,8
344,2013-06-15,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,17
345,2013-06-08,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,16
346,2013-06-01,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,15
347,2013-05-25,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,14
348,2013-05-18,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,13
349,2014-03-22,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,10
350,2014-03-15,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,9
351,2014-03-08,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,8
352,2014-03-22,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,10
353,2014-03-15,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,9
354,2014-03-08,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,8
355,2014-03-01,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,22
356,2014-02-22,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,21
357,2014-02-15,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,20
358,2014-02-08,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,19
359,2014-02-01,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,15
360,2014-01-25,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,14
361,2014-01-18,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,13
362,2014-01-11,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,9
363,2014-01-04,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,8
364,2013-12-28,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,7
365,2013-12-21,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,6
366,2013-12-14,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,15
367,2013-12-07,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,21
368,2013-11-30,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,20
369,2013-11-23,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,19
370,2013-11-16,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,18
371,2013-11-09,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,17
372,2013-11-02,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,16
373,2013-10-26,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,15
374,2013-10-19,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,14
375,2013-10-12,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,13
376,2013-10-05,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,5
377,2013-09-28,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,4
378,2013-09-21,Roar,Katy Perry,2013,6F5c58TMEs1byxUstkzVeM,78.0,5
379,2014-03-22,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,10
380,2014-03-15,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,9
381,2014-03-08,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,8
382,2014-03-01,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,22
383,2014-02-22,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,21
384,2014-02-15,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,20
385,2014-02-08,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,19
386,2014-02-01,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,15
387,2014-01-25,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,14
388,2014-01-18,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,13
389,2014-01-11,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,9
390,2014-01-04,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,8
391,2013-12-28,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,7
392,2013-12-21,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,6
393,2013-12-14,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,15
394,2013-12-07,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,21
395,2013-11-30,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,20
396,2014-03-22,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,10
397,2014-03-15,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,9
398,2014-03-08,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,8
399,2014-03-01,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,22
400,2014-02-22,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,21
401,2014-02-15,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,20
402,2014-02-08,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,19
403,2014-02-01,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,15
404,2014-01-25,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,14
405,2014-01-18,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,13
406,2014-01-11,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,9
407,2014-01-04,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,8
408,2013-12-28,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,7
409,2013-12-21,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,6
410,2014-03-22,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,10
411,2014-03-15,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,9
412,2014-03-08,Happy,Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,78.0,8
413,2014-03-01,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,22
414,2014-02-22,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,21
415,2014-02-15,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,20
416,2014-02-08,Dark Horse,Katy Perry Featuring Juicy J,2014,59Bh54xKNPQRmSxUuysmaH,51.0,19
417,2014-02-01,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,15
418,2014-01-25,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,14
419,2014-01-18,Timber,Pitbull Featuring Ke$ha,2014,5OKuFJwEG73Ni7TXbCMZKW,57.0,13
420,2014-01-11,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,9
421,2014-01-04,The Monster,Eminem Featuring Rihanna,2014,4u44DcAxOfC4oBFEC85NxL,33.0,8
422,2013-12-28,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,7
423,2013-12-21,The Monster,Eminem Featuring Rihanna,2013,48RrDBpOSSl1aLVCalGl5C,76.0,6
424,2013-12-14,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,15
425,2013-12-07,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,21
426,2013-11-30,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,20
427,2013-11-23,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,19
428,2013-11-16,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,18
429,2013-11-09,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,17
430,2013-11-02,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,16
431,2013-10-26,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,15
432,2013-10-19,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,14
433,2013-10-12,Royals,Lorde,2013,2dLLR6qlu5UJ5gk0dKz0h3,79.0,13
434,2013-10-05,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,5
435,2013-09-28,Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,77.0,4
436,2013-09-21,Roar,Katy Perry,2013,6F5c58TMEs1byxUstkzVeM,78.0,5
437,2013-09-14,Roar,Katy Perry,2013,6F5c58TMEs1byxUstkzVeM,78.0,4
438,2013-09-07,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,19
439,2013-08-31,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,18
440,2013-08-24,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,17
441,2013-08-17,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,16
442,2013-08-10,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,15
443,2013-08-03,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,14
444,2013-07-27,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,13
445,2013-07-20,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,12
446,2013-07-13,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,11
447,2013-07-06,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,10
448,2013-06-29,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,9
449,2013-06-22,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,0n4bITAu0Y0nigrz3MFJMb,75.0,8
450,2013-06-15,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,17
451,2013-06-08,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,16
452,2013-06-01,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,15
453,2013-05-25,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,14
454,2013-05-18,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,00FaBIFXUfzaaVcsQmTTJY,56.0,13
455,2013-05-11,Just Give Me A Reason,P!nk Featuring Nate Ruess,2013,0idneCZwC12SSxWzCZHCwP,42.0,11
456,2013-05-04,Just Give Me A Reason,P!nk Featuring Nate Ruess,2013,0idneCZwC12SSxWzCZHCwP,42.0,10
457,2013-04-27,Just Give Me A Reason,P!nk Featuring Nate Ruess,2013,0idneCZwC12SSxWzCZHCwP,42.0,9
458,2013-04-20,When I Was Your Man,Bruno Mars,2013,0dccatsknQ5XkAflIRw5tK,46.0,16
459,2013-04-13,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2013,7tpFQqIXoYEzt4MFVZBCUg,39.0,26
460,2013-04-06,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2013,7tpFQqIXoYEzt4MFVZBCUg,39.0,25
461,2013-03-30,Harlem Shake,Baauer,2013,01XFgRZfZI7oBagNf1Loml,60.0,5
462,2013-03-23,Harlem Shake,Baauer,2013,01XFgRZfZI7oBagNf1Loml,60.0,4
463,2013-03-16,Harlem Shake,Baauer,2013,01XFgRZfZI7oBagNf1Loml,60.0,3
464,2013-03-09,Harlem Shake,Baauer,2013,01XFgRZfZI7oBagNf1Loml,60.0,2
465,2013-03-02,Harlem Shake,Baauer,2013,01XFgRZfZI7oBagNf1Loml,60.0,1
466,2013-02-23,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2013,7tpFQqIXoYEzt4MFVZBCUg,39.0,19
467,2013-02-16,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2013,7tpFQqIXoYEzt4MFVZBCUg,39.0,18
