,Billboard Chart Date,Year,Month,Title,Artist,Genre,Spotify Song ID,Spotify Popularity Rating,Number of Weeks In Top 100,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Explicitness,Duration (mins),Time Signature
0,2019-12-14,2019,12,Heartless,The Weeknd,R&B/Soul,57vxBYXtHMk6H1aD29V7PU,94.0,2,0.531,0.75,10.0,-5.831,0.0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,1.0,3.3346666666666667,4.0
1,2019-12-07,2019,12,Circles,Post Malone,Hip-Hop/Rap,21jGcNKet2qwijlDFuPiPb,99.0,13,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.5529999999999999,120.042,0.0,3.588,4.0
2,2019-11-30,2019,11,Circles,Post Malone,Hip-Hop/Rap,21jGcNKet2qwijlDFuPiPb,99.0,12,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.5529999999999999,120.042,0.0,3.588,4.0
3,2019-11-23,2019,11,Someone You Loved,Lewis Capaldi,Alternative,7qEHsqek33rTcFNT9PFqLf,96.0,27,0.501,0.405,1.0,-5.6789999999999985,1.0,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,0.0,3.036016666666667,4.0
4,2019-11-16,2019,11,Someone You Loved,Lewis Capaldi,Alternative,7qEHsqek33rTcFNT9PFqLf,96.0,26,0.501,0.405,1.0,-5.6789999999999985,1.0,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,0.0,3.036016666666667,4.0
5,2019-11-09,2019,11,Lose You To Love Me,Selena Gomez,Pop,1HfMVBKM75vxSfsQ5VefZ5,98.0,2,0.505,0.34,4.0,-9.005,1.0,0.0438,0.5760000000000001,0.0,0.21,0.0916,101.993,0.0,3.440983333333333,4.0
6,2019-11-02,2019,11,Someone You Loved,Lewis Capaldi,Alternative,7qEHsqek33rTcFNT9PFqLf,96.0,24,0.501,0.405,1.0,-5.6789999999999985,1.0,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,0.0,3.036016666666667,4.0
7,2019-10-26,2019,10,Truth Hurts,Lizzo,Pop,5qmq61DAAOUaW8AUo8xKhh,91.0,24,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,1.0,2.88875,4.0
8,2019-10-19,2019,10,HIGHEST IN THE ROOM,Travis Scott,Hip-Hop/Rap,3eekarcy7kvN4yt5ZFzltW,97.0,1,0.598,0.4270000000000001,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,1.0,2.9286833333333333,4.0
9,2019-10-12,2019,10,Truth Hurts,Lizzo,Pop,5qmq61DAAOUaW8AUo8xKhh,91.0,22,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,1.0,2.88875,4.0
10,2019-10-05,2019,10,Truth Hurts,Lizzo,Pop,5qmq61DAAOUaW8AUo8xKhh,91.0,21,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,1.0,2.88875,4.0
11,2019-09-28,2019,9,Truth Hurts,Lizzo,Pop,5qmq61DAAOUaW8AUo8xKhh,91.0,20,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,1.0,2.88875,4.0
12,2019-09-21,2019,9,Truth Hurts,Lizzo,Pop,5qmq61DAAOUaW8AUo8xKhh,91.0,19,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,1.0,2.88875,4.0
13,2019-09-14,2019,9,Truth Hurts,Lizzo,Pop,5qmq61DAAOUaW8AUo8xKhh,91.0,18,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,1.0,2.88875,4.0
14,2019-09-07,2019,9,Truth Hurts,Lizzo,Pop,5qmq61DAAOUaW8AUo8xKhh,91.0,17,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,1.0,2.88875,4.0
15,2019-08-31,2019,8,Senorita,Shawn Mendes & Camila Cabello,Pop,0TK2YIli7K1leLovkQiNik,96.0,9,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037000000000000005,0.0,0.0945,0.75,116.947,0.0,3.1826666666666665,4.0
16,2019-08-24,2019,8,Bad Guy,Billie Eilish,Alternative,2Fxmhks0bxGSBdJ92vM42m,96.0,20,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,0.0,3.2348,4.0
17,2019-08-17,2019,8,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,23,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
18,2019-08-10,2019,8,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,22,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
19,2019-08-03,2019,8,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,21,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
20,2019-07-27,2019,7,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,20,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
21,2019-07-20,2019,7,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,19,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
22,2019-07-13,2019,7,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,18,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
23,2019-07-06,2019,7,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,17,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
24,2019-06-29,2019,6,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,16,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
25,2019-06-22,2019,6,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,15,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
26,2019-06-15,2019,6,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,14,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
27,2019-06-08,2019,6,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,13,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
28,2019-06-01,2019,6,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,12,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
29,2019-05-25,2019,5,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,11,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
30,2019-05-18,2019,5,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,10,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
31,2019-05-11,2019,5,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,9,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
32,2019-05-04,2019,5,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,8,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
33,2019-04-27,2019,4,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,7,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
34,2019-04-20,2019,4,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,6,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
35,2019-04-13,2019,4,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2YpeDb67231RjR0MgVLzsG,92.0,5,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,0.0,2.617783333333333,4.0
36,2019-04-06,2019,4,7 Rings,Ariana Grande,Pop,6ocbgoVGwYJhOv1GgI9NsF,91.0,10,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,1.0,2.977116666666667,4.0
37,2019-03-30,2019,3,7 Rings,Ariana Grande,Pop,6ocbgoVGwYJhOv1GgI9NsF,91.0,9,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,1.0,2.977116666666667,4.0
38,2019-03-23,2019,3,7 Rings,Ariana Grande,Pop,6ocbgoVGwYJhOv1GgI9NsF,91.0,8,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,1.0,2.977116666666667,4.0
39,2019-03-16,2019,3,Sucker,Jonas Brothers,Pop,22vgEDb5hykfaTwLuskFGD,81.0,1,0.8420000000000001,0.7340000000000001,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,0.0,3.0171166666666664,4.0
40,2019-03-09,2019,3,Shallow,Lady Gaga & Bradley Cooper,Soundtrack,6ysfrXnADdeTtW20oSybln,60.0,22,0.561,0.6729999999999999,7.0,-4.186,1.0,0.0278,0.232,0.0,0.0829,0.326,95.989,0.0,3.46245,4.0
41,2019-03-02,2019,3,7 Rings,Ariana Grande,Pop,6ocbgoVGwYJhOv1GgI9NsF,91.0,5,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,1.0,2.977116666666667,4.0
42,2019-02-23,2019,2,7 Rings,Ariana Grande,Pop,6ocbgoVGwYJhOv1GgI9NsF,91.0,4,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,1.0,2.977116666666667,4.0
43,2019-02-16,2019,2,7 Rings,Ariana Grande,Pop,6ocbgoVGwYJhOv1GgI9NsF,91.0,3,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,1.0,2.977116666666667,4.0
44,2019-02-09,2019,2,7 Rings,Ariana Grande,Pop,6ocbgoVGwYJhOv1GgI9NsF,91.0,2,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,1.0,2.977116666666667,4.0
45,2019-02-02,2019,2,7 Rings,Ariana Grande,Pop,6ocbgoVGwYJhOv1GgI9NsF,91.0,1,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,1.0,2.977116666666667,4.0
46,2019-01-26,2019,1,Without Me,Halsey,Alternative,6Zc5f20q7sOe1IC1c1jQvZ,74.0,15,0.742,0.515,6.0,-6.103,1.0,0.0747,0.35100000000000003,0.0,0.184,0.452,136.02,1.0,3.8136,4.0
47,2019-01-19,2019,1,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,Hip-Hop/Rap,0RiRZpuVRbi7oqRdSMwhQY,88.0,12,0.755,0.522,2.0,-4.368,1.0,0.0575,0.5329999999999999,0.0,0.0685,0.925,89.96,0.0,2.6260000000000003,4.0
48,2019-01-12,2019,1,Without Me,Halsey,Alternative,6Zc5f20q7sOe1IC1c1jQvZ,74.0,13,0.742,0.515,6.0,-6.103,1.0,0.0747,0.35100000000000003,0.0,0.184,0.452,136.02,1.0,3.8136,4.0
49,2019-01-05,2019,1,"Thank U, Next",Ariana Grande,Pop,3e9HZxeyfWwjeyPAMmWSSQ,89.0,8,0.7170000000000001,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,1.0,3.4553333333333334,4.0
50,2018-12-29,2018,12,"Thank U, Next",Ariana Grande,Pop,4SPu0Ql902hTVXkBoNIYtq,61.0,7,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,1.0,3.033333333333333,4.0
51,2018-12-22,2018,12,"Thank U, Next",Ariana Grande,Pop,4SPu0Ql902hTVXkBoNIYtq,61.0,6,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,1.0,3.033333333333333,4.0
52,2018-12-15,2018,12,"Thank U, Next",Ariana Grande,Pop,4SPu0Ql902hTVXkBoNIYtq,61.0,5,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,1.0,3.033333333333333,4.0
53,2018-12-08,2018,12,Sicko Mode,Travis Scott,Hip-Hop/Rap,2xLMifQCjDGFmkHkpNLD9h,89.0,17,0.8340000000000001,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.00799999999995,1.0,5.213666666666667,4.0
54,2018-12-01,2018,12,"Thank U, Next",Ariana Grande,Pop,4SPu0Ql902hTVXkBoNIYtq,61.0,3,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,1.0,3.033333333333333,4.0
55,2018-11-24,2018,11,"Thank U, Next",Ariana Grande,Pop,4SPu0Ql902hTVXkBoNIYtq,61.0,2,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,1.0,3.033333333333333,4.0
56,2018-11-17,2018,11,"Thank U, Next",Ariana Grande,Pop,4SPu0Ql902hTVXkBoNIYtq,61.0,1,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,1.0,3.033333333333333,4.0
57,2018-11-10,2018,11,Girls Like You,Maroon 5 Featuring Cardi B,Pop,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,23,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,1.0,3.92575,4.0
58,2018-11-03,2018,11,Girls Like You,Maroon 5 Featuring Cardi B,Pop,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,22,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,1.0,3.92575,4.0
59,2018-10-27,2018,10,Girls Like You,Maroon 5 Featuring Cardi B,Pop,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,21,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,1.0,3.92575,4.0
60,2018-10-20,2018,10,Girls Like You,Maroon 5 Featuring Cardi B,Pop,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,20,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,1.0,3.92575,4.0
61,2018-10-13,2018,10,Girls Like You,Maroon 5 Featuring Cardi B,Pop,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,19,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,1.0,3.92575,4.0
62,2018-10-06,2018,10,Girls Like You,Maroon 5 Featuring Cardi B,Pop,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,18,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,1.0,3.92575,4.0
63,2018-09-29,2018,9,Girls Like You,Maroon 5 Featuring Cardi B,Pop,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,17,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,1.0,3.92575,4.0
64,2018-09-22,2018,9,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,11,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
65,2018-09-15,2018,9,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,10,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
66,2018-09-08,2018,9,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,9,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
67,2018-09-01,2018,9,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,8,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
68,2018-08-25,2018,8,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,7,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
69,2018-08-18,2018,8,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,6,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
70,2018-08-11,2018,8,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,5,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
71,2018-08-04,2018,8,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,4,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
72,2018-07-28,2018,7,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,3,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
73,2018-07-21,2018,7,In My Feelings,Drake,Hip-Hop/Rap,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,2,0.835,0.626,1.0,-5.8329999999999975,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,1.0,3.6320833333333336,4.0
74,2018-07-14,2018,7,Nice For What,Drake,Hip-Hop/Rap,3CA9pLiwRIGtUBiMjbZmRw,82.0,13,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,1.0,3.51245,4.0
75,2018-07-07,2018,7,I Like It,"Cardi B, Bad Bunny & J Balvin",Hip-Hop/Rap,58q2HKrzhC3ozto2nDdN4z,85.0,12,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.3720000000000001,0.65,136.048,1.0,4.223166666666667,4.0
76,2018-06-30,2018,6,Sad!,XXXTENTACION,Pop,3ee8Jmje8o58CHK66QrVC2,88.0,16,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023,1.0,2.7767666666666666,4.0
77,2018-06-23,2018,6,Nice For What,Drake,Hip-Hop/Rap,3CA9pLiwRIGtUBiMjbZmRw,82.0,10,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,1.0,3.51245,4.0
78,2018-06-16,2018,6,Psycho,Post Malone Featuring Ty Dolla $ign,Hip-Hop/Rap,2xLMifQCjDGFmkHkpNLD9h,89.0,15,0.8340000000000001,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.00799999999995,1.0,5.213666666666667,4.0
79,2018-06-09,2018,6,Nice For What,Drake,Hip-Hop/Rap,3CA9pLiwRIGtUBiMjbZmRw,82.0,8,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,1.0,3.51245,4.0
80,2018-06-02,2018,6,Nice For What,Drake,Hip-Hop/Rap,3CA9pLiwRIGtUBiMjbZmRw,82.0,7,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,1.0,3.51245,4.0
81,2018-05-26,2018,5,This Is America,Childish Gambino,Hip-Hop/Rap,0b9oOr2ZgvyQu88wzixux9,77.0,2,0.8540000000000001,0.463,5.0,-6.159,1.0,0.13699999999999998,0.117,0.0,0.354,0.5489999999999999,120.024,1.0,3.762883333333333,4.0
82,2018-05-19,2018,5,This Is America,Childish Gambino,Hip-Hop/Rap,0b9oOr2ZgvyQu88wzixux9,77.0,1,0.8540000000000001,0.463,5.0,-6.159,1.0,0.13699999999999998,0.117,0.0,0.354,0.5489999999999999,120.024,1.0,3.762883333333333,4.0
83,2018-05-12,2018,5,Nice For What,Drake,Hip-Hop/Rap,3CA9pLiwRIGtUBiMjbZmRw,82.0,4,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,1.0,3.51245,4.0
84,2018-05-05,2018,5,Nice For What,Drake,Hip-Hop/Rap,3CA9pLiwRIGtUBiMjbZmRw,82.0,3,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,1.0,3.51245,4.0
85,2018-04-28,2018,4,Nice For What,Drake,Hip-Hop/Rap,3CA9pLiwRIGtUBiMjbZmRw,82.0,2,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,1.0,3.51245,4.0
86,2018-04-21,2018,4,Nice For What,Drake,Hip-Hop/Rap,3CA9pLiwRIGtUBiMjbZmRw,82.0,1,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,1.0,3.51245,4.0
87,2018-04-14,2018,4,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,11,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
88,2018-04-07,2018,4,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,10,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
89,2018-03-31,2018,3,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,9,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
90,2018-03-24,2018,3,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,8,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
91,2018-03-17,2018,3,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,7,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
92,2018-03-10,2018,3,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,6,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
93,2018-03-03,2018,3,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,5,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
94,2018-02-24,2018,2,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,4,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
95,2018-02-17,2018,2,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,3,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
96,2018-02-10,2018,2,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,2,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
97,2018-02-03,2018,2,God's Plan,Drake,Hip-Hop/Rap,6DCZcSspjsKoFjzjrWoCdn,86.0,1,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,1.0,3.3162166666666666,4.0
98,2018-01-27,2018,1,Havana,Camila Cabello Featuring Young Thug,Pop,1rfofaqEpACxVEHIZBJe6W,86.0,23,0.765,0.523,2.0,-4.333,1.0,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,0.0,3.621783333333333,4.0
99,2018-01-20,2018,1,Perfect,Ed Sheeran,Pop,0DC7Zs2qvAbNK1owWQ4mlL,77.0,20,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,0.0,3.29755,4.0
100,2018-01-13,2018,1,Perfect,Ed Sheeran,Pop,0DC7Zs2qvAbNK1owWQ4mlL,77.0,19,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,0.0,3.29755,4.0
101,2018-01-06,2018,1,Perfect,Ed Sheeran,Pop,0DC7Zs2qvAbNK1owWQ4mlL,77.0,18,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,0.0,3.29755,4.0
102,2018-01-03,2018,1,Perfect,Ed Sheeran,Pop,0DC7Zs2qvAbNK1owWQ4mlL,77.0,17,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,0.0,3.29755,4.0
103,2017-12-30,2017,12,Perfect,Ed Sheeran,Pop,0tgVpDi06FyKpA1z0VMD4v,88.0,16,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,0.0,4.39,3.0
