,Billboard Chart Date,Title,Artist,Genre,Year,Spotify Song ID,Spotify Popularity Rating,Number of Weeks In Top 100,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Explicitness,Duration (mins),Time Signature
0,2019-12-14,Heartless,The Weeknd,R&B/Soul,2019,57vxBYXtHMk6H1aD29V7PU,94.0,2,0.531,0.75,10.0,-5.831,0.0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,explicit,3.3346666666666667,4.0
1,2019-12-07,Circles,Post Malone,Hip-Hop/Rap,2019,21jGcNKet2qwijlDFuPiPb,99.0,13,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.5529999999999999,120.042,notExplicit,3.588,4.0
2,2019-11-30,Circles,Post Malone,Hip-Hop/Rap,2019,21jGcNKet2qwijlDFuPiPb,99.0,12,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.5529999999999999,120.042,notExplicit,3.588,4.0
3,2019-11-23,Someone You Loved,Lewis Capaldi,Alternative,2019,7qEHsqek33rTcFNT9PFqLf,96.0,27,0.501,0.405,1.0,-5.6789999999999985,1.0,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,notExplicit,3.036016666666667,4.0
4,2019-11-16,Someone You Loved,Lewis Capaldi,Alternative,2019,7qEHsqek33rTcFNT9PFqLf,96.0,26,0.501,0.405,1.0,-5.6789999999999985,1.0,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,notExplicit,3.036016666666667,4.0
5,2019-11-09,Lose You To Love Me,Selena Gomez,Pop,2019,1HfMVBKM75vxSfsQ5VefZ5,98.0,2,0.505,0.34,4.0,-9.005,1.0,0.0438,0.5760000000000001,0.0,0.21,0.0916,101.993,notExplicit,3.440983333333333,4.0
6,2019-11-02,Someone You Loved,Lewis Capaldi,Alternative,2019,7qEHsqek33rTcFNT9PFqLf,96.0,24,0.501,0.405,1.0,-5.6789999999999985,1.0,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,notExplicit,3.036016666666667,4.0
7,2019-10-26,Truth Hurts,Lizzo,Pop,2019,5qmq61DAAOUaW8AUo8xKhh,91.0,24,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,explicit,2.88875,4.0
8,2019-10-19,HIGHEST IN THE ROOM,Travis Scott,Hip-Hop/Rap,2019,3eekarcy7kvN4yt5ZFzltW,97.0,1,0.598,0.4270000000000001,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,explicit,2.9286833333333333,4.0
9,2019-10-12,Truth Hurts,Lizzo,Pop,2019,5qmq61DAAOUaW8AUo8xKhh,91.0,22,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,explicit,2.88875,4.0
10,2019-10-05,Truth Hurts,Lizzo,Pop,2019,5qmq61DAAOUaW8AUo8xKhh,91.0,21,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,explicit,2.88875,4.0
11,2019-09-28,Truth Hurts,Lizzo,Pop,2019,5qmq61DAAOUaW8AUo8xKhh,91.0,20,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,explicit,2.88875,4.0
12,2019-09-21,Truth Hurts,Lizzo,Pop,2019,5qmq61DAAOUaW8AUo8xKhh,91.0,19,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,explicit,2.88875,4.0
13,2019-09-14,Truth Hurts,Lizzo,Pop,2019,5qmq61DAAOUaW8AUo8xKhh,91.0,18,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,explicit,2.88875,4.0
14,2019-09-07,Truth Hurts,Lizzo,Pop,2019,5qmq61DAAOUaW8AUo8xKhh,91.0,17,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,explicit,2.88875,4.0
15,2019-08-31,Senorita,Shawn Mendes & Camila Cabello,Pop,2019,0TK2YIli7K1leLovkQiNik,96.0,9,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037000000000000005,0.0,0.0945,0.75,116.947,notExplicit,3.1826666666666665,4.0
16,2019-08-24,Bad Guy,Billie Eilish,Alternative,2019,2Fxmhks0bxGSBdJ92vM42m,96.0,20,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,notExplicit,3.2348,4.0
17,2019-08-17,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,23,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
18,2019-08-10,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,22,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
19,2019-08-03,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,21,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
20,2019-07-27,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,20,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
21,2019-07-20,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,19,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
22,2019-07-13,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,18,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
23,2019-07-06,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,17,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
24,2019-06-29,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,16,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
25,2019-06-22,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,15,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
26,2019-06-15,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,14,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
27,2019-06-08,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,13,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
28,2019-06-01,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,12,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
29,2019-05-25,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,11,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
30,2019-05-18,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,10,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
31,2019-05-11,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,9,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
32,2019-05-04,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,8,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
33,2019-04-27,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,7,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
34,2019-04-20,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,6,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
35,2019-04-13,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Country,2019,2YpeDb67231RjR0MgVLzsG,92.0,5,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,notExplicit,2.617783333333333,4.0
36,2019-04-06,7 Rings,Ariana Grande,Pop,2019,6ocbgoVGwYJhOv1GgI9NsF,91.0,10,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,explicit,2.977116666666667,4.0
37,2019-03-30,7 Rings,Ariana Grande,Pop,2019,6ocbgoVGwYJhOv1GgI9NsF,91.0,9,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,explicit,2.977116666666667,4.0
38,2019-03-23,7 Rings,Ariana Grande,Pop,2019,6ocbgoVGwYJhOv1GgI9NsF,91.0,8,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,explicit,2.977116666666667,4.0
39,2019-03-16,Sucker,Jonas Brothers,Pop,2019,22vgEDb5hykfaTwLuskFGD,81.0,1,0.8420000000000001,0.7340000000000001,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,notExplicit,3.0171166666666664,4.0
40,2019-03-09,Shallow,Lady Gaga & Bradley Cooper,Soundtrack,2019,6ysfrXnADdeTtW20oSybln,60.0,22,0.561,0.6729999999999999,7.0,-4.186,1.0,0.0278,0.232,0.0,0.0829,0.326,95.989,notExplicit,3.46245,4.0
41,2019-03-02,7 Rings,Ariana Grande,Pop,2019,6ocbgoVGwYJhOv1GgI9NsF,91.0,5,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,explicit,2.977116666666667,4.0
42,2019-02-23,7 Rings,Ariana Grande,Pop,2019,6ocbgoVGwYJhOv1GgI9NsF,91.0,4,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,explicit,2.977116666666667,4.0
43,2019-02-16,7 Rings,Ariana Grande,Pop,2019,6ocbgoVGwYJhOv1GgI9NsF,91.0,3,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,explicit,2.977116666666667,4.0
44,2019-02-09,7 Rings,Ariana Grande,Pop,2019,6ocbgoVGwYJhOv1GgI9NsF,91.0,2,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,explicit,2.977116666666667,4.0
45,2019-02-02,7 Rings,Ariana Grande,Pop,2019,6ocbgoVGwYJhOv1GgI9NsF,91.0,1,0.778,0.317,1.0,-10.732,0.0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,explicit,2.977116666666667,4.0
46,2019-01-26,Without Me,Halsey,Alternative,2019,6Zc5f20q7sOe1IC1c1jQvZ,74.0,15,0.742,0.515,6.0,-6.103,1.0,0.0747,0.35100000000000003,0.0,0.184,0.452,136.02,explicit,3.8136,4.0
47,2019-01-19,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,Hip-Hop/Rap,2019,0RiRZpuVRbi7oqRdSMwhQY,88.0,12,0.755,0.522,2.0,-4.368,1.0,0.0575,0.5329999999999999,0.0,0.0685,0.925,89.96,notExplicit,2.6260000000000003,4.0
48,2019-01-12,Without Me,Halsey,Alternative,2019,6Zc5f20q7sOe1IC1c1jQvZ,74.0,13,0.742,0.515,6.0,-6.103,1.0,0.0747,0.35100000000000003,0.0,0.184,0.452,136.02,explicit,3.8136,4.0
49,2019-01-05,"Thank U, Next",Ariana Grande,Pop,2019,3e9HZxeyfWwjeyPAMmWSSQ,89.0,8,0.7170000000000001,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,explicit,3.4553333333333334,4.0
50,2018-12-29,"Thank U, Next",Ariana Grande,Pop,2018,4SPu0Ql902hTVXkBoNIYtq,61.0,7,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,explicit,3.033333333333333,4.0
51,2018-12-22,"Thank U, Next",Ariana Grande,Pop,2018,4SPu0Ql902hTVXkBoNIYtq,61.0,6,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,explicit,3.033333333333333,4.0
52,2018-12-15,"Thank U, Next",Ariana Grande,Pop,2018,4SPu0Ql902hTVXkBoNIYtq,61.0,5,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,explicit,3.033333333333333,4.0
53,2018-12-08,Sicko Mode,Travis Scott,Hip-Hop/Rap,2018,2xLMifQCjDGFmkHkpNLD9h,89.0,17,0.8340000000000001,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.00799999999995,explicit,5.213666666666667,4.0
54,2018-12-01,"Thank U, Next",Ariana Grande,Pop,2018,4SPu0Ql902hTVXkBoNIYtq,61.0,3,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,explicit,3.033333333333333,4.0
55,2018-11-24,"Thank U, Next",Ariana Grande,Pop,2018,4SPu0Ql902hTVXkBoNIYtq,61.0,2,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,explicit,3.033333333333333,4.0
56,2018-11-17,"Thank U, Next",Ariana Grande,Pop,2018,4SPu0Ql902hTVXkBoNIYtq,61.0,1,0.737,0.461,6.0,-6.8870000000000005,1.0,0.293,0.447,0.0,0.268,0.481,75.005,explicit,3.033333333333333,4.0
57,2018-11-10,Girls Like You,Maroon 5 Featuring Cardi B,Pop,2018,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,23,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,explicit,3.92575,4.0
58,2018-11-03,Girls Like You,Maroon 5 Featuring Cardi B,Pop,2018,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,22,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,explicit,3.92575,4.0
59,2018-10-27,Girls Like You,Maroon 5 Featuring Cardi B,Pop,2018,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,21,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,explicit,3.92575,4.0
60,2018-10-20,Girls Like You,Maroon 5 Featuring Cardi B,Pop,2018,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,20,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,explicit,3.92575,4.0
61,2018-10-13,Girls Like You,Maroon 5 Featuring Cardi B,Pop,2018,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,19,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,explicit,3.92575,4.0
62,2018-10-06,Girls Like You,Maroon 5 Featuring Cardi B,Pop,2018,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,18,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,explicit,3.92575,4.0
63,2018-09-29,Girls Like You,Maroon 5 Featuring Cardi B,Pop,2018,6V1bu6o1Yo5ZXnsCJU8Ovk,74.0,17,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,explicit,3.92575,4.0
64,2018-09-22,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,11,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
65,2018-09-15,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,10,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
66,2018-09-08,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,9,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
67,2018-09-01,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,8,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
68,2018-08-25,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,7,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
69,2018-08-18,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,6,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
70,2018-08-11,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,5,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
71,2018-08-04,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,4,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
72,2018-07-28,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,3,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
73,2018-07-21,In My Feelings,Drake,Hip-Hop/Rap,2018,2G7V7zsVDxg1yRsu7Ew9RJ,84.0,2,0.835,0.626,1.0,-5.832999999999998,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,explicit,3.6320833333333336,4.0
74,2018-07-14,Nice For What,Drake,Hip-Hop/Rap,2018,3CA9pLiwRIGtUBiMjbZmRw,82.0,13,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,cleaned,3.51245,4.0
75,2018-07-07,I Like It,"Cardi B, Bad Bunny & J Balvin",Hip-Hop/Rap,2018,58q2HKrzhC3ozto2nDdN4z,85.0,12,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.3720000000000001,0.65,136.048,cleaned,4.223166666666667,4.0
76,2018-06-30,Sad!,XXXTENTACION,Pop,2018,3ee8Jmje8o58CHK66QrVC2,88.0,16,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023,explicit,2.7767666666666666,4.0
77,2018-06-23,Nice For What,Drake,Hip-Hop/Rap,2018,3CA9pLiwRIGtUBiMjbZmRw,82.0,10,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,cleaned,3.51245,4.0
78,2018-06-16,Psycho,Post Malone Featuring Ty Dolla $ign,Hip-Hop/Rap,2018,2xLMifQCjDGFmkHkpNLD9h,89.0,15,0.8340000000000001,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.00799999999995,explicit,5.213666666666667,4.0
79,2018-06-09,Nice For What,Drake,Hip-Hop/Rap,2018,3CA9pLiwRIGtUBiMjbZmRw,82.0,8,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,cleaned,3.51245,4.0
80,2018-06-02,Nice For What,Drake,Hip-Hop/Rap,2018,3CA9pLiwRIGtUBiMjbZmRw,82.0,7,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,cleaned,3.51245,4.0
81,2018-05-26,This Is America,Childish Gambino,Hip-Hop/Rap,2018,0b9oOr2ZgvyQu88wzixux9,77.0,2,0.8540000000000001,0.463,5.0,-6.159,1.0,0.137,0.117,0.0,0.354,0.5489999999999999,120.024,explicit,3.762883333333333,4.0
82,2018-05-19,This Is America,Childish Gambino,Hip-Hop/Rap,2018,0b9oOr2ZgvyQu88wzixux9,77.0,1,0.8540000000000001,0.463,5.0,-6.159,1.0,0.137,0.117,0.0,0.354,0.5489999999999999,120.024,explicit,3.762883333333333,4.0
83,2018-05-12,Nice For What,Drake,Hip-Hop/Rap,2018,3CA9pLiwRIGtUBiMjbZmRw,82.0,4,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,cleaned,3.51245,4.0
84,2018-05-05,Nice For What,Drake,Hip-Hop/Rap,2018,3CA9pLiwRIGtUBiMjbZmRw,82.0,3,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,cleaned,3.51245,4.0
85,2018-04-28,Nice For What,Drake,Hip-Hop/Rap,2018,3CA9pLiwRIGtUBiMjbZmRw,82.0,2,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,cleaned,3.51245,4.0
86,2018-04-21,Nice For What,Drake,Hip-Hop/Rap,2018,3CA9pLiwRIGtUBiMjbZmRw,82.0,1,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,cleaned,3.51245,4.0
87,2018-04-14,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,11,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
88,2018-04-07,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,10,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
89,2018-03-31,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,9,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
90,2018-03-24,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,8,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
91,2018-03-17,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,7,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
92,2018-03-10,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,6,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
93,2018-03-03,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,5,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
94,2018-02-24,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,4,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
95,2018-02-17,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,3,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
96,2018-02-10,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,2,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
97,2018-02-03,God's Plan,Drake,Hip-Hop/Rap,2018,6DCZcSspjsKoFjzjrWoCdn,86.0,1,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,cleaned,3.3162166666666666,4.0
98,2018-01-27,Havana,Camila Cabello Featuring Young Thug,Pop,2018,1rfofaqEpACxVEHIZBJe6W,86.0,23,0.765,0.523,2.0,-4.333,1.0,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,notExplicit,3.621783333333333,4.0
99,2018-01-20,Perfect,Ed Sheeran,Pop,2018,0DC7Zs2qvAbNK1owWQ4mlL,77.0,20,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,notExplicit,3.29755,4.0
100,2018-01-13,Perfect,Ed Sheeran,Pop,2018,0DC7Zs2qvAbNK1owWQ4mlL,77.0,19,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,notExplicit,3.29755,4.0
101,2018-01-06,Perfect,Ed Sheeran,Pop,2018,0DC7Zs2qvAbNK1owWQ4mlL,77.0,18,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,notExplicit,3.29755,4.0
102,2018-01-03,Perfect,Ed Sheeran,Pop,2018,0DC7Zs2qvAbNK1owWQ4mlL,77.0,17,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,notExplicit,3.29755,4.0
103,2017-12-30,Perfect,Ed Sheeran,Pop,2017,0tgVpDi06FyKpA1z0VMD4v,88.0,16,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,notExplicit,4.39,3.0
104,2018-01-13,Perfect,Ed Sheeran,Pop,2018,0DC7Zs2qvAbNK1owWQ4mlL,77.0,19,0.604,0.546,8.0,-5.691,1.0,0.151,0.0889,0.0,0.0734,0.402,179.847,notExplicit,3.29755,4.0
